group,title
Монтаж металлоконструкций фундамента (поз.57),1
Монтаж металлоконструкций фундамента (поз.61),1
Монтаж металлоконструкций фундамента (поз.62),1
Строительные работы основания (поз.1),1
Монтаж металоконструкций,1
Строительные работы основания (поз. 3),1
Монтаж надземных трубопроводов,1
Монтаж насосной станции,1
Строительные работы основания (поз. 1) (Куст 28),1
Монтаж нащельников фасада,1
Монтаж оборудования (АСТУЭ),1
Монтаж металлоконструкций фундамента (поз.24),1
Монтаж металлоконструкций фундамента (поз.201.1 ),1
Строительные работы основания (поз.4),1
Строительные работы основания блока контроля и управления (Куст 7),1
Монтаж металлоконструкций (поз.30.1-30.2),1
Монтаж металлоконструкций (поз.35),1
